rmse_rad,failure_penalized_rmse_rad,itae,peak_error_rad,torque_rms,torque_smoothness,safety_violation_rate,residual_gate_mean,completed,duration_s,return,scenario,controller,model_seed,replicate_seed,eval_episode
0.327597737507561,0.327597737507561,6.644730153005189,0.49959119450509926,16.602971422142264,66.01343668454365,0.0,1.0,1.0,6.0,-411.371279227873,nominal,Fuzzy-SAC residual,3,3,0
0.32722855399504075,0.32722855399504075,6.629726572591518,0.49916419161632464,16.538110961855253,67.83682364331314,0.0,1.0,1.0,6.0,-401.83665633196387,nominal,Fuzzy-SAC residual,3,3,1
0.3271420678954866,0.3271420678954866,6.625588733439342,0.49895000032042497,16.51910606569682,64.23983810027062,0.0,1.0,1.0,6.0,-405.45167580989937,nominal,Fuzzy-SAC residual,3,3,2
0.32844874306929417,0.32844874306929417,6.666543041424455,0.4998676379543211,16.658950976941583,60.010556262520055,0.0,1.0,1.0,6.0,-423.8000174064339,nominal,Fuzzy-SAC residual,3,3,3
0.39606791371383804,0.39606791371383804,7.993186210330242,0.6257937290501635,16.7421290689579,40.61644751547314,0.14333333333333334,1.0,1.0,6.0,-605.4626808318591,nominal,Fuzzy-SAC residual,4,4,0
0.3961664771546769,0.3961664771546769,7.994519118038548,0.625797877514654,16.735368112073424,40.86198420338947,0.14333333333333334,1.0,1.0,6.0,-606.870264341399,nominal,Fuzzy-SAC residual,4,4,1
0.3959209771797456,0.3959209771797456,7.991169630648155,0.625791495530783,16.721209789038998,40.4591572454713,0.14333333333333334,1.0,1.0,6.0,-604.1133781916649,nominal,Fuzzy-SAC residual,4,4,2
0.39603734029889415,0.39603734029889415,7.991719578341135,0.625857748751952,16.730865808053498,41.74491035013422,0.14333333333333334,1.0,1.0,6.0,-607.7445774646176,nominal,Fuzzy-SAC residual,4,4,3
0.10221888730826868,0.10221888730826868,1.9321876845056398,0.19803655923309332,16.435094047357335,44.30684378926735,0.0,1.0,1.0,6.0,20.473134188554937,nominal,Fuzzy-TD3 residual,0,0,0
0.10203059211982113,0.10203059211982113,1.9282088392748573,0.19804517518369497,16.415814182015932,43.06666112587938,0.0,1.0,1.0,6.0,21.344020658083107,nominal,Fuzzy-TD3 residual,0,0,1
0.10201092774333595,0.10201092774333595,1.9262326552600342,0.19804956372814683,16.396185993578175,40.943083490646316,0.0,1.0,1.0,6.0,21.411227484614027,nominal,Fuzzy-TD3 residual,0,0,2
0.10201931162284303,0.10201931162284303,1.9268463013223998,0.1980480243561611,16.393140894472705,42.57812147988569,0.0,1.0,1.0,6.0,21.312048973784005,nominal,Fuzzy-TD3 residual,0,0,3
0.09932198474409674,0.09932198474409674,1.8689103706266368,0.16971422569618666,16.47051384228836,52.89445422072915,0.0,1.0,1.0,6.0,-27.001346768437845,nominal,Fuzzy-TD3 residual,1,1,0
0.09940581745425205,0.09940581745425205,1.8686289808873053,0.16991091918349593,16.480988826914295,54.43327837196154,0.0,1.0,1.0,6.0,-25.554217302157124,nominal,Fuzzy-TD3 residual,1,1,1
0.09915380995333949,0.09915380995333949,1.8681317457276714,0.1698406487135688,16.475338546978183,52.760784464345285,0.0,1.0,1.0,6.0,-25.418636427145035,nominal,Fuzzy-TD3 residual,1,1,2
0.09967174512348384,0.09967174512348384,1.8717274560672326,0.16974776052545953,16.46857644775449,53.20895836049909,0.0,1.0,1.0,6.0,-28.641268750607537,nominal,Fuzzy-TD3 residual,1,1,3
0.12098614782418751,0.12098614782418751,2.196304206759424,0.23566163213381147,16.140877399586117,114.7429128399226,0.0,1.0,1.0,6.0,-8.04344439982421,nominal,Fuzzy-TD3 residual,2,2,0
0.12095911453675791,0.12095911453675791,2.1960046589867765,0.23567277439418788,16.13640582738069,115.22809595161006,0.0,1.0,1.0,6.0,-8.036191584585564,nominal,Fuzzy-TD3 residual,2,2,1
0.12037448952487348,0.12037448952487348,2.1861476463392835,0.2356229649262682,16.16063546287896,118.1903619693936,0.0,1.0,1.0,6.0,1.499425254272084,nominal,Fuzzy-TD3 residual,2,2,2
0.1206147838514274,0.1206147838514274,2.1919653199557763,0.23566242552226507,16.149367190841858,116.42269661556651,0.0,1.0,1.0,6.0,0.13193867117316171,nominal,Fuzzy-TD3 residual,2,2,3
0.11414020840248412,0.11414020840248412,2.175536222906942,0.14377432632672577,16.753671438575154,58.021198516094266,0.0,1.0,1.0,6.0,-52.026988185946124,nominal,Fuzzy-TD3 residual,3,3,0
0.1095541461455317,0.1095541461455317,2.127429857058611,0.1613697228423669,16.637106306081634,58.55403183965415,0.0,1.0,1.0,6.0,-43.26611432686034,nominal,Fuzzy-TD3 residual,3,3,1
0.11509790689868686,0.11509790689868686,2.1839545782567664,0.2041689225448424,16.48511110179148,53.717306080123805,0.0,1.0,1.0,6.0,-35.38446789006025,nominal,Fuzzy-TD3 residual,3,3,2
0.1301896683326374,0.1301896683326374,2.319524293012963,0.17399744880637438,16.892133131206904,57.656962127176776,0.0,1.0,1.0,6.0,-81.71640896470683,nominal,Fuzzy-TD3 residual,3,3,3
0.15035816749353156,0.15035816749353156,2.019697120514584,0.3899475979646256,16.02940826794605,178.83989825212697,0.0,1.0,1.0,6.0,-79.64828030228473,nominal,Fuzzy-TD3 residual,4,4,0
0.15505535700873171,0.15505535700873171,2.0604990215738965,0.40019383919269985,15.96380015564621,176.99512889470412,0.0,1.0,1.0,6.0,-86.61270006303319,nominal,Fuzzy-TD3 residual,4,4,1
0.1559280258150332,0.1559280258150332,2.065748119975205,0.40148785308504054,15.954418020114327,185.31737676694001,0.0,1.0,1.0,6.0,-89.97578745068671,nominal,Fuzzy-TD3 residual,4,4,2
0.14933021754587625,0.14933021754587625,2.0104490986552195,0.3882300754039247,16.027681209610073,177.85995718088495,0.0,1.0,1.0,6.0,-79.22520329639016,nominal,Fuzzy-TD3 residual,4,4,3
0.05027859732116623,0.05027859732116623,0.8076023962677676,0.09368950151920732,16.036070266729016,29.307711577892405,0.0,0.10928585696901214,1.0,6.0,67.27843591376929,nominal,Gated Fuzzy-TD3,0,0,0
0.05197504437822842,0.05197504437822842,0.8184174005166605,0.09942767811741463,16.0084260159002,27.43134889716582,0.0,0.11071120722765665,1.0,6.0,64.29423097626112,nominal,Gated Fuzzy-TD3,0,0,1
0.05424785149777385,0.05424785149777385,0.8293401240714023,0.10370712087548876,15.98066916064603,26.862665815579195,0.0,0.11360568465406731,1.0,6.0,63.36150199394252,nominal,Gated Fuzzy-TD3,0,0,2
0.05416626178700291,0.05416626178700291,0.8330663706694013,0.10229345939095547,15.978023721649624,29.050383735929607,0.0,0.11342012804886811,1.0,6.0,62.852030284684005,nominal,Gated Fuzzy-TD3,0,0,3
0.02610757810920761,0.02610757810920761,0.38696706659888774,0.056692545925430785,16.048133501163733,16.719943002542827,0.0,0.08842436343045247,1.0,6.0,145.42603860981782,nominal,Gated Fuzzy-TD3,1,1,0
0.027977948629031142,0.027977948629031142,0.38590071254822245,0.04920688345725979,16.07706264032329,20.302248172722358,0.0,0.09021354016803963,1.0,6.0,145.6313440132317,nominal,Gated Fuzzy-TD3,1,1,1
0.02368382693120768,0.02368382693120768,0.38939389424586857,0.04112504373598658,16.063024698621554,17.384558443887514,0.0,0.08644168720587317,1.0,6.0,146.53666767083752,nominal,Gated Fuzzy-TD3,1,1,2
0.029201119728974476,0.029201119728974476,0.3878789288247958,0.05648222057627238,16.03987477772808,18.34271169748217,0.0,0.08968632958858336,1.0,6.0,132.03608547988736,nominal,Gated Fuzzy-TD3,1,1,3
0.0462231306172954,0.0462231306172954,0.7054673065729424,0.07839421811307926,15.99610011939557,44.97914467631019,0.0,0.10862890002990544,1.0,6.0,72.87376521509053,nominal,Gated Fuzzy-TD3,2,2,0
0.046736705040017146,0.046736705040017146,0.7120325228028459,0.07955072922051741,15.987883606069282,40.241417912555235,0.0,0.1086953992672859,1.0,6.0,72.3560986420563,nominal,Gated Fuzzy-TD3,2,2,1
0.04571952830177292,0.04571952830177292,0.7023545808711726,0.07875138065965194,15.99940662014386,39.241582121197,0.0,0.10859180543895895,1.0,6.0,84.00976974234315,nominal,Gated Fuzzy-TD3,2,2,2
0.04504404659992196,0.04504404659992196,0.708895092150213,0.07549865130477038,16.000951983709673,36.86441275468062,0.0,0.10690710351317805,1.0,6.0,82.99900830512257,nominal,Gated Fuzzy-TD3,2,2,3
0.21929538237960378,0.21929538237960378,2.6478272702011685,0.43579348574193283,15.42176288815023,212.92790511028076,0.0,0.4077969887123163,1.0,6.0,-170.78333777137425,nominal,Gated Fuzzy-TD3,3,3,0
0.1112878662024828,0.1112878662024828,1.3349107432717648,0.2273345530090903,15.589961858239096,93.15166247733532,0.0,0.20272044235379258,1.0,6.0,9.442576979885782,nominal,Gated Fuzzy-TD3,3,3,1
0.213407736815133,0.213407736815133,2.5638682785682985,0.43162875188989364,15.437584415753674,199.41973370348228,0.0,0.39680521177131034,1.0,6.0,-169.16111241191615,nominal,Gated Fuzzy-TD3,3,3,2
0.1845076034541439,0.1845076034541439,2.280180689384404,0.370814641876984,15.476921309034381,168.52348775730238,0.0,0.351112663709301,1.0,6.0,-107.5078597083249,nominal,Gated Fuzzy-TD3,3,3,3
0.04086941460953701,0.04086941460953701,0.624317805874756,0.07179642399644864,16.085239316855276,36.15316363830871,0.0,0.10338940665799749,1.0,6.0,102.24517101928473,nominal,Gated Fuzzy-TD3,4,4,0
0.04014580225452779,0.04014580225452779,0.6292890233779063,0.06996997342620129,16.07135965372857,36.28239806487043,0.0,0.10284658600144034,1.0,6.0,104.30781871363438,nominal,Gated Fuzzy-TD3,4,4,1
0.04353253479524494,0.04353253479524494,0.6331441401661924,0.08288762346767294,16.060052831507527,37.720300523861695,0.0,0.10528556246172921,1.0,6.0,98.39599695527576,nominal,Gated Fuzzy-TD3,4,4,2
0.04236606421411089,0.04236606421411089,0.6341072091431906,0.08253386783305679,16.06837187059596,39.65042797123566,0.0,0.10563152378900952,1.0,6.0,102.23114792607296,nominal,Gated Fuzzy-TD3,4,4,3
0.8262341975491851,2.0665545718494647,1.3089851664084509,2.510685587170602,14.958208337696739,37.95708764472678,0.2840909090909091,1.0,0.0,1.76,-1046.7969988331695,nominal,SAC direct,0,0,0
