rmse_rad,failure_penalized_rmse_rad,itae,peak_error_rad,torque_rms,torque_smoothness,safety_violation_rate,residual_gate_mean,completed,duration_s,return,scenario,controller,residual_bound_nm,model_seed,eval_episode
0.1443154439778156,0.1443154439778156,2.9528961210987075,0.2227537067610306,16.370151102179165,65.10508192589172,0.0,1.0,1.0,6.0,-45.41289514222537,nominal,Fuzzy-TD3 residual,6.0,3,0
0.1449230576822916,0.1449230576822916,2.966299963495638,0.22272536575301927,16.454319915641058,65.45138894903924,0.0,1.0,1.0,6.0,-56.35805795609223,nominal,Fuzzy-TD3 residual,6.0,3,1
0.14396260786713666,0.14396260786713666,2.957893744134322,0.22273545230289818,16.40261119239019,64.39977454095232,0.0,1.0,1.0,6.0,-39.208209927896874,nominal,Fuzzy-TD3 residual,6.0,3,2
0.14395472275735385,0.14395472275735385,2.955551823777193,0.22274244209012387,16.429018703486417,63.027379521938926,0.0,1.0,1.0,6.0,-43.14281622497319,nominal,Fuzzy-TD3 residual,6.0,3,3
0.4164713481192168,0.4164713481192168,6.256585654138471,1.0245727270785479,18.737219635240006,41.5600540188784,0.19,1.0,1.0,6.0,-883.1617069257254,payload_2x,Fuzzy-TD3 residual,6.0,3,0
0.41864231699849774,0.41864231699849774,6.2887100552521495,1.0307055403430665,18.796004159653926,42.82842032387706,0.19,1.0,1.0,6.0,-899.5028500348641,payload_2x,Fuzzy-TD3 residual,6.0,3,1
0.4169281647338489,0.4169281647338489,6.257788062004446,1.0265582306085022,18.758325361312107,41.41121083884637,0.19,1.0,1.0,6.0,-877.9813680397597,payload_2x,Fuzzy-TD3 residual,6.0,3,2
0.416616753275421,0.416616753275421,6.2557457292112755,1.0254825777477814,18.789953790428903,39.65529343028918,0.19,1.0,1.0,6.0,-881.0957863578054,payload_2x,Fuzzy-TD3 residual,6.0,3,3
0.7761439257693289,0.7761439257693289,11.653023959476116,1.8254074340475066,15.706514879804338,90.97523518176901,0.2966666666666667,1.0,1.0,6.0,-2525.8863598304747,severe_shift,Fuzzy-TD3 residual,6.0,3,0
0.7780796118914735,0.7780796118914735,11.67856600038359,1.8309162989764989,15.75704926977075,91.57556207652779,0.2966666666666667,1.0,1.0,6.0,-2546.0562332665863,severe_shift,Fuzzy-TD3 residual,6.0,3,1
0.7763454400385134,0.7763454400385134,11.64535258941744,1.8271108558670124,15.728557161346592,90.12157887232793,0.2966666666666667,1.0,1.0,6.0,-2521.167565450956,severe_shift,Fuzzy-TD3 residual,6.0,3,2
0.7761989699203603,0.7761989699203603,11.64688713012047,1.8263792070016778,15.75962515236329,88.99970149894517,0.2966666666666667,1.0,1.0,6.0,-2524.384250534291,severe_shift,Fuzzy-TD3 residual,6.0,3,3
0.16429852146591387,0.16429852146591387,2.8613252943676883,0.27109289591318997,15.823464097614108,101.83890226411636,0.0,1.0,1.0,6.0,-86.6766856177186,nominal,Fuzzy-TD3 residual,6.0,4,0
0.16405667822372028,0.16405667822372028,2.851485176072201,0.2713120530990846,15.845912631032242,101.09645248109715,0.0,1.0,1.0,6.0,-88.39400080298901,nominal,Fuzzy-TD3 residual,6.0,4,1
