t,error_norm,torque_rms,torque_smoothness,safety_violation,residual_gate,q1,q2,qd1,qd2,error1,error2,tau1,tau2,supervisor_tau1,supervisor_tau2,residual_tau1,residual_tau2
0.02,0.06588944414994585,20.2673819885194,1013.3690994259699,0.0,1.0,-0.006869084992563668,0.5067345696855097,0.01528847159687587,0.44468248240091773,0.02215755658943941,-0.062052087284591995,26.57071828842163,10.748510360717773,0.0,0.0,26.57071828842163,10.748510360717773
0.04,0.07796035865782344,10.786759759354574,570.34113011236,0.0,1.0,0.004195500496609661,0.51265626436708,0.030567774339877347,0.439291963140992,0.0263722738432679,-0.07336430122608784,15.237247943878174,-0.7311958074569702,0.0,0.0,15.237247943878174,-0.7311958074569702
0.06,0.08985902714965421,14.590719344401988,227.5052441626354,0.0,1.0,0.014764794054083374,0.5181503927495581,0.045828747197790204,0.4338315005879084,0.03106395314370669,-0.08431889216164956,20.398384928703308,3.1119245290756226,0.0,0.0,20.398384928703308,3.1119245290756226
0.08,0.1010139841681967,13.746818140498728,43.78021535841932,0.0,1.0,0.024837081445848064,0.5225992447192351,0.06106224477682705,0.42830416245522424,0.036225163330978916,-0.09429508226401095,19.26430106163025,2.614712715148926,0.0,0.0,19.26430106163025,2.614712715148926
0.1,0.11167249736525851,13.30326474759883,22.232672607459243,0.0,1.0,0.034284461184303616,0.5261967067058597,0.0762591451196154,0.42271302404852323,0.041974683935311674,-0.10348368265733665,18.64852011203766,2.487248182296753,0.0,0.0,18.64852011203766,2.487248182296753
0.12000000000000001,0.12189042631498194,12.886739450445392,21.11364732321629,0.0,1.0,0.04303277786784854,0.5289400555758492,0.09141035748053888,0.41706116651242575,0.04837757961269018,-0.11187888906342369,18.077157735824585,2.3135417699813843,0.0,0.0,18.077157735824585,2.3135417699813843
0.13999999999999999,0.13193785917922712,12.59264769941605,14.715769299168086,0.0,1.0,0.0509796094899313,0.5310359533264175,0.10650683006958868,0.41135167507945797,0.05552722057965731,-0.1196842782469596,17.666642665863037,2.2448360919952393,0.0,0.0,17.666642665863037,2.2448360919952393
0.16,0.14182829466211067,12.177971368891242,21.137562440684242,0.0,1.0,0.058066526223586656,0.5324199653566044,0.12153955775691538,0.40558763732178726,0.06347303153332895,-0.12683232803481737,17.098918557167053,2.057415246963501,0.0,0.0,17.098918557167053,2.057415246963501
0.18,0.15168229837523184,11.85345227787389,16.463240405205497,0.0,1.0,0.06422694435861587,0.5331294973020628,0.1364995897303139,0.399772141406823,0.0722726453716982,-0.13335735589523967,16.652371287345886,1.9254070520401,0.0,0.0,16.652371287345886,1.9254070520401
0.19999999999999998,0.16111529319064488,12.376690978131522,26.33080731674533,0.0,1.0,0.0696609475373009,0.5327623523447884,0.1513780370979241,0.39390827435768505,0.08171708956062318,-0.13885407798710325,17.39711880683899,1.924893856048584,0.0,0.0,17.39711880683899,1.924893856048584
