controller,timesteps,eval_rmse_rad,eval_return
ddpg_direct,1200,1.2432441171797721,-1649.0673251199498
ddpg_direct,2400,0.8496561496370835,-979.9092889372464
ddpg_direct,3600,1.0361643726989678,-1114.5098617236324
ddpg_direct,4800,0.8252094980539068,-1074.3372855655641
ddpg_direct,6000,0.8557824334247371,-1931.4358613327115
ddpg_direct,7200,0.6539682656218276,-1328.8561448670346
ddpg_direct,8400,0.6776116032555218,-1276.655903796108
ddpg_direct,9600,0.7451327730680523,-1646.0594352079877
ddpg_direct,10800,0.7225587152327329,-1894.022510588157
ddpg_direct,12000,0.5182236950268546,-1380.0118368253297
