controller,timesteps,eval_rmse_rad,eval_return
td3_direct,1200,1.1528782882022368,-906.8739112016195
td3_direct,2400,1.406621531755705,-4585.726795257994
td3_direct,3600,1.1284015916319408,-828.0216007932473
td3_direct,4800,0.8879122727261516,-1091.0558536311262
td3_direct,6000,1.0526839570449644,-1892.8863515352634
td3_direct,7200,0.8594485357152296,-1118.5699210906594
td3_direct,8400,0.9805541160682191,-1235.768516309796
td3_direct,9600,0.9820727472063272,-1245.5515052750823
td3_direct,10800,1.083641218402672,-1305.119478697708
td3_direct,12000,0.9699135673777292,-1264.5786024468146
