controller,timesteps,eval_rmse_rad,eval_return
gated_fuzzy_td3,1200,0.6826002466186875,-2363.8722723126903
gated_fuzzy_td3,2400,0.3009896480561242,-464.7020519411075
gated_fuzzy_td3,3600,0.31924263718985413,-524.5163558393871
gated_fuzzy_td3,4800,0.3732269628125316,-782.7509939448624
gated_fuzzy_td3,6000,0.3489837550988029,-690.4494837675197
gated_fuzzy_td3,7200,0.4064006374336368,-896.1259136066386
gated_fuzzy_td3,8400,0.35999018514435016,-714.7475652036273
gated_fuzzy_td3,9600,0.35986722610021493,-724.2624018813482
gated_fuzzy_td3,10800,0.3848680602786072,-820.9408234009821
gated_fuzzy_td3,12000,0.4016873682841249,-893.4235754945429
