t,error_norm,torque_rms,torque_smoothness,safety_violation,residual_gate,q1,q2,qd1,qd2,error1,error2,tau1,tau2,supervisor_tau1,supervisor_tau2,residual_tau1,residual_tau2
0.02,0.05104404049033528,8.390047412508688,419.5023706254344,0.0,1.0,-0.0052017306225073945,0.49143337204579796,0.01528847159687587,0.44468248240091773,0.020490202219383136,-0.04675088964488028,11.58590018749237,2.5598257780075073,0.0,0.0,11.58590018749237,2.5598257780075073
0.04,0.06124175064715118,9.180299120212489,44.047134180070294,0.0,1.0,0.004152187412177266,0.49454382998359714,0.030567774339877347,0.439291963140992,0.026415586927700296,-0.05525186684260497,12.788910865783691,2.2359657287597656,0.0,0.0,12.788910865783691,2.2359657287597656
0.06,0.0709080314868031,10.83704436103408,89.43217449724814,0.0,1.0,0.01249949602401168,0.49641831985146156,0.045828747197790204,0.4338315005879084,0.033329251173778385,-0.06258681926355303,15.240702629089355,1.6137051582336426,0.0,0.0,15.240702629089355,1.6137051582336426
0.08,0.07707264263140386,12.0871054469784,66.73308744189882,0.0,1.0,0.02081410617493118,0.49403299616822016,0.06106224477682705,0.42830416245522424,0.0402481386018958,-0.06572883371299598,17.05806314945221,1.1039555072784424,0.0,0.0,17.05806314945221,1.1039555072784424
0.1,0.07937933238958227,12.956476748163688,44.1365794472094,0.0,1.0,0.02940507401336756,0.48678934129121787,0.0762591451196154,0.42271302404852323,0.04685407110624773,-0.0640763172426948,18.2980740070343,0.9597223997116089,0.0,0.0,18.2980740070343,0.9597223997116089
0.12000000000000001,0.07764427572719865,13.663760254390555,35.39494512268409,0.0,1.0,0.038582251654540656,0.4739630538979811,0.09141035748053888,0.41706116651242575,0.05282810582599806,-0.05690188738555513,19.299148321151733,0.9693104028701782,0.0,0.0,19.299148321151733,0.9693104028701782
0.13999999999999999,0.07392610119686252,14.337904037726775,38.55410936399169,0.0,1.0,0.04817882071120794,0.4567709635201349,0.10650683006958868,0.41135167507945797,0.05832800935838067,-0.045419288440677,20.216892957687378,1.558275818824768,0.0,0.0,20.216892957687378,1.558275818824768
0.16,0.07152096522573596,15.052542981988033,48.05242794803922,0.0,1.0,0.05769230676119541,0.4378177010373685,0.12153955775691538,0.40558763732178726,0.0638472509957202,-0.03223006371558146,21.13271415233612,2.562516927719116,0.0,0.0,21.13271415233612,2.562516927719116
0.18,0.07180722975556152,15.8693776764754,43.25134956680444,0.0,1.0,0.06704964580933304,0.41801997784133205,0.1364995897303139,0.399772141406823,0.06944994392098103,-0.01824783643450889,22.225950956344604,3.111494779586792,0.0,0.0,22.225950956344604,3.111494779586792
0.19999999999999998,0.07529700398992456,16.747553424067398,45.777186740076004,0.0,1.0,0.07620446507585488,0.3982179007105713,0.1513780370979241,0.39390827435768505,0.0751735720220692,-0.00430962635288612,23.400781750679016,3.655749559402466,0.0,0.0,23.400781750679016,3.655749559402466
0.22,0.08148333626136318,17.54764371540256,40.74153627566073,0.0,1.0,0.08520197588165823,0.3788150110425028,0.16616608042848796,0.38799912031953215,0.08096410454682967,0.009184109277029506,24.483253955841064,4.050910472869873,0.0,0.0,24.483253955841064,4.050910472869873
0.24,0.08951969882604617,18.091038500651013,27.622011010677667,0.0,1.0,0.09407695831327256,0.3600624930336429,0.18085497722157057,0.3820477588327436,0.08677801890829784,0.021985265799100873,25.217691659927368,4.317334294319153,0.0,0.0,25.217691659927368,4.317334294319153
0.26,0.09862847649380944,18.499854621076953,20.46236063609336,0.0,1.0,0.10293032789002865,0.3418481388685084,0.1954360693002277,0.37605726311393883,0.09250574141019907,0.034209124245430544,25.783008337020874,4.441365003585815,0.0,0.0,25.783008337020874,4.441365003585815
0.28,0.10820373753264272,18.869896407922077,19.114066163234135,0.0,1.0,0.11174810239142241,0.3244884244901156,0.20990079011868423,0.370030698345817,0.0981526877272616,0.04554227385570142,26.27511739730835,4.665210247039795,0.0,0.0,26.27511739730835,4.665210247039795
0.30000000000000004,0.11768534348576126,19.183642987092643,16.83057682456177,0.0,1.0,0.12046128745313878,0.3084762605836069,0.2242406719776791,0.36397111997678994,0.1037793845245405,0.055494859393183216,26.681042909622192,4.913884997367859,0.0,0.0,26.681042909622192,4.913884997367859
0.32,0.12668176392510264,19.472166063634543,14.63512873436404,0.0,1.0,0.1290898499290405,0.29393467372825643,0.23844735314023052,0.35788157203137927,0.1093575032111902,0.06394689830312306,27.069519758224487,5.056837201118469,0.0,0.0,27.069519758224487,5.056837201118469
0.34,0.13493252064213415,19.712685582923267,12.184640314812066,0.0,1.0,0.1376541180466866,0.2809532380297095,0.2525125848406812,0.3517650854323356,0.11485846679399447,0.07081184740262625,27.39358425140381,5.174117088317871,0.0,0.0,27.39358425140381,5.174117088317871
0.36000000000000004,0.14222632622359804,19.909921268665215,10.269797692241541,0.0,1.0,0.1461370421579895,0.2697408438633202,0.26642823817999745,0.3456246763354367,0.12029119602200788,0.07588383247211627,27.652435302734375,5.305916666984558,0.0,0.0,27.652435302734375,5.305916666984558
0.38,0.14828825044490027,20.10536348211687,11.614018236919076,0.0,1.0,0.15442348065827005,0.2608941663640034,0.2801863109004165,0.33946334447790827,0.12576283024214652,0.07856917811390485,27.889715433120728,5.533087253570557,0.0,0.0,27.889715433120728,5.533087253570557
0.4,0.1530280693049248,20.27064451932116,8.878057280393353,0.0,1.0,0.16247467683703176,0.2546915652987889,0.293778934032666,0.3332840715414047,0.1313042571956342,0.07859250624261582,28.100914359092712,5.66892147064209,0.0,0.0,28.100914359092712,5.66892147064209
0.42000000000000004,0.15656514772730273,20.367349858837052,4.835358291562657,0.0,1.0,0.17032780108906964,0.25106948970384524,0.3071983784091139,0.3270898195304771,0.13687057732004426,0.07602032982663198,28.23514223098755,5.695140361785889,0.0,0.0,28.23514223098755,5.695140361785889
0.44,0.15912257373422728,20.41342552482051,2.479901588497215,0.0,1.0,0.178032879836715,0.24988322882536407,0.32043706103635083,0.32088352916744667,0.14240418119963572,0.07100030034208249,28.304144144058228,5.682544112205505,0.0,0.0,28.304144144058228,5.682544112205505
0.46,0.1609777999242501,20.436064218968447,1.1400935688991847,0.0,1.0,0.1856304178115762,0.25101185279309224,0.3334875513208576,0.3146681183045908,0.14785713350928154,0.0636562655114985,28.336291909217834,5.685068368911743,0.0,0.0,28.336291909217834,5.685068368911743
0.48000000000000004,0.16252854033224934,20.440117519896763,0.2902577547869032,0.0,1.0,0.1933254380364251,0.2536625268406638,0.3463425771415634,0.3084464803545383,0.15301713910513826,0.05478395351387455,28.3430677652359,5.680432915687561,0.0,0.0,28.3430677652359,5.680432915687561
0.5,0.16400230934418336,20.27309798960214,10.988670815593935,0.0,1.0,0.20090277777408527,0.25859125222203705,0.3589950307632678,0.3022214827397593,0.1580922529891824,0.04363023051772208,28.071244955062866,5.831141471862793,0.0,0.0,28.071244955062866,5.831141471862793
0.52,0.16591616294214057,20.006026671707723,13.802107961275858,0.0,1.0,0.20821241419183512,0.2662371085331965,0.371437974585066,0.295995965362023,0.1632255603932311,0.02975885682882673,27.68133282661438,5.8503007888793945,0.0,0.0,27.68133282661438,5.8503007888793945
0.54,0.16889866294420247,19.69122568876508,16.30326983732649,0.0,1.0,0.21531253830520525,0.2761960702348798,0.3836646467180935,0.28977273909268486,0.16835210841288806,0.013576668857805174,27.270158529281616,5.641559362411499,0.0,0.0,27.270158529281616,5.641559362411499
0.56,0.17342146961133886,19.36810572245738,17.222088059984056,0.0,1.0,0.22230154443370242,0.2879038939500447,0.3956684663870874,0.2835545842846511,0.17336692195338488,-0.004349309665393708,26.856071949005127,5.385019779205322,0.0,0.0,26.856071949005127,5.385019779205322
0.5800000000000001,0.17978379851052703,19.010604416108013,18.443103289769365,0.0,1.0,0.22922162132120505,0.3009946284540779,0.40744303915045005,0.27734424930685475,0.17822141782924517,-0.0236503791472229,26.385083198547363,5.160769820213318,0.0,0.0,26.385083198547363,5.160769820213318
0.6,0.1881357139255118,18.645445817860942,18.62887227182463,0.0,1.0,0.23608315796501067,0.31522393641222024,0.41898216193369275,0.27114444910206675,0.1828990039686822,-0.04407948731015354,25.897964239120483,4.9599140882492065,0.0,0.0,25.897964239120483,4.9599140882492065
0.62,0.1979885726566894,18.02267431305021,33.84701720683932,0.0,1.0,0.2430823342639572,0.3294293558389709,0.4302798278713369,0.2649578637688458,0.1871974936073797,-0.06447149207012526,25.09972333908081,4.431418180465698,0.0,0.0,25.09972333908081,4.431418180465698
0.64,0.20898639297162414,17.34440487532958,34.50649109048781,0.0,1.0,0.2501900695435699,0.3432901024645507,0.44133023095255064,0.25878713716842117,0.1911401614089807,-0.08450296529612977,24.185216426849365,4.090484976768494,0.0,0.0,24.185216426849365,4.090484976768494
0.66,0.22075472785748596,16.691148044654554,33.20769496295984,0.0,1.0,0.2573632357662232,0.3565551618088465,0.45212777046601504,0.2526348755572857,0.1947645346997917,-0.10392028625156069,23.301451206207275,3.7724286317825317,0.0,0.0,23.301451206207275,3.7724286317825317
0.68,0.23300469572823113,16.034910367264956,33.20318483106173,0.0,1.0,0.2645244829041671,0.3691034393115711,0.4626670552397157,0.24650364624625834,0.19814257233554855,-0.12259979306531266,22.407405376434326,3.4849512577056885,0.0,0.0,22.407405376434326,3.4849512577056885
