controller,timesteps,eval_rmse_rad,eval_return
fuzzy_td3,1200,0.4320992740198135,-934.2786139661157
fuzzy_td3,2400,0.40881454964152447,-1011.9942317192058
fuzzy_td3,3600,0.2847397027634074,-402.4526937476735
fuzzy_td3,4800,0.2340085477906201,-310.51049307331584
fuzzy_td3,6000,0.2353157664062365,-324.39116540252894
fuzzy_td3,7200,0.22343488206233805,-304.00570186806254
fuzzy_td3,8400,0.2259677145939485,-293.0506909672678
fuzzy_td3,9600,0.23193027692744284,-322.1550756884022
fuzzy_td3,10800,0.2174572702694357,-278.88690613786304
fuzzy_td3,12000,0.2110850675551681,-256.05719717252276
