t,error_norm,torque_rms,torque_smoothness,safety_violation,q1,q2,qd1,qd2,error1,error2,tau1,tau2,supervisor_tau1,supervisor_tau2,residual_tau1,residual_tau2
0.02,0.05913766873984997,17.003395336088882,850.1697668044442,0.0,0.041430759989118826,0.49772816668909536,0.01528847159687587,0.44468248240091773,-0.026142288392243085,-0.053045684288177686,23.888139765440833,2.7545751863804258,23.888139765440833,2.7545751863804258,0.0,0.0
0.04,0.05721683697308824,16.575186528162455,49.176466635589065,0.0,0.05675462890707639,0.49016450073330553,0.030567774339877347,0.439291963140992,-0.026186854567198825,-0.05087253759231336,23.1125875618122,3.909208754251955,23.1125875618122,3.909208754251955,0.0,0.0
0.06,0.055120312408771216,16.931475324734702,21.85745590727032,0.0,0.07196626966572817,0.48236065429244546,0.045828747197790204,0.4338315005879084,-0.0261375224679381,-0.04852915370453692,23.667076613259752,3.635821492633187,23.667076613259752,3.635821492633187,0.0,0.0
0.08,0.05304055596216863,16.973124076554484,3.029937915812323,0.0,0.08701923699900815,0.4745592717033231,0.06106224477682705,0.42830416245522424,-0.025956992222181174,-0.04625510924809895,23.71574995913323,3.706357472249426,23.71574995913323,3.706357472249426,0.0,0.0
0.1,0.051001145780469034,16.9942516219403,1.0564866229506462,0.0,0.10191665511928516,0.4667903317196762,0.0762591451196154,0.42271302404852323,-0.02565750999966987,-0.04407730767115314,23.745336909268836,3.71054597666653,23.745336909268836,3.71054597666653,0.0,0.0
0.12000000000000001,0.049005803986603605,17.008579763367763,0.7652494054721973,0.0,0.1166675726155062,0.459056903296049,0.09141035748053888,0.41706116651242575,-0.02525721513496748,-0.04199573678362345,23.766531039283894,3.706153463153145,23.766531039283894,3.706153463153145,0.0,0.0
0.13999999999999999,0.04705885796946884,17.01479373310172,0.40331845773251745,0.0,0.1312800341372995,0.4513619796722774,0.10650683006958868,0.41135167507945797,-0.024773204067710886,-0.04001030459281951,23.7763338055347,3.700319219713742,23.7763338055347,3.700319219713742,0.0,0.0
0.16,0.04516482709052716,17.013302691818733,0.2607616311500419,0.0,0.14576123685689524,0.4437081287626756,0.12153955775691538,0.40558763732178726,-0.02422167909997963,-0.03812049144088814,23.775336012219764,3.6930115722725545,23.775336012219764,3.6930115722725545,0.0,0.0
0.18,0.04332836764261085,17.004419071443845,0.5061433441215603,0.0,0.16011755479780732,0.4360976031195656,0.1364995897303139,0.399772141406823,-0.023617965067493252,-0.036325461712742424,23.763973773435843,3.6843027033645956,23.763973773435843,3.6843027033645956,0.0,0.0
0.19999999999999998,0.04155420596260323,16.988403335320704,0.8347943413206025,0.0,0.17435456150016648,0.4285324185287056,0.1513780370979241,0.39390827435768505,-0.022976524402242404,-0.03462414417102044,23.742612096872406,3.674243675168998,23.742612096872406,3.674243675168998,0.0,0.0
0.22,0.039847071112535354,16.965473956273083,1.1692314286200065,0.0,0.18847704906652663,0.4210144160880076,0.16616608042848796,0.38799912031953215,-0.02231096863803872,-0.03301529576847528,23.711558080082735,3.662871351388651,23.711558080082735,3.662871351388651,0.0,0.0
0.24,0.038211629483064176,16.93581617317757,1.4997149475815856,0.0,0.20248904440599613,0.4135453105599929,0.18085497722157057,0.3820477588327436,-0.02163406718442573,-0.03149755172724911,23.67107294278854,3.650211588457618,23.67107294278854,3.650211588457618,0.0,0.0
0.26,0.036652423368672284,16.899589313600178,1.8245604789801935,0.0,0.2163938233075604,0.4061267274551028,0.1954360693002277,0.37605726311393883,-0.020957754007332685,-0.030069464341163865,23.62138208791499,3.6362819188599222,23.62138208791499,3.6362819188599222,0.0,0.0
0.28,0.035173815152934156,16.856933058406174,2.1436469437956176,0.0,0.23019392290331542,0.39876023078541856,0.20990079011868423,0.370030698345817,-0.020293132784630963,-0.028729532439601524,23.562683718715906,3.621093790960694,23.562683718715906,3.621093790960694,0.0,0.0
0.30000000000000004,0.033779938416312626,16.807972910856943,2.4571817760599615,0.0,0.24389115302955844,0.3914473430403702,0.2242406719776791,0.36397111997678994,-0.019650481051879165,-0.027476223063580107,23.49515636915577,3.6046544817944315,23.49515636915577,3.6046544817944315,0.0,0.0
0.32,0.03247465696670575,16.752825065619138,2.765369708765493,0.0,0.25748660695588566,0.3841895586371282,0.23844735314023052,0.35788157203137927,-0.019039253815654966,-0.02630798660574918,23.418965613860266,3.586968766981991,23.418965613860266,3.586968766981991,0.0,0.0
0.34,0.031261532436829775,16.69160082236529,3.0683064279996524,0.0,0.27098067192503406,0.3769883518691737,0.2525125848406812,0.3517650854323356,-0.01846808708435299,-0.02522326643683792,23.334270154734817,3.568040410676896,23.334270154734817,3.568040410676896,0.0,0.0
0.36000000000000004,0.03014380064374766,16.624410649654124,3.3659419859276136,0.0,0.2843730399257023,0.3698451802021476,0.26642823817999745,0.3456246763354367,-0.017944801745704897,-0.024220503866710708,23.24122742817258,3.5478735220728304,23.24122742817258,3.5478735220728304,0.0,0.0
0.38,0.029124356334399252,16.55136797382629,3.6580691209552483,0.0,0.29766271910411213,0.36276148363516425,0.2801863109004165,0.33946334447790827,-0.01747640820369556,-0.02329813915725598,23.13999883453484,3.526473812143147,23.13999883453484,3.526473812143147,0.0,0.0
0.4,0.02820574524911239,16.472592742227434,3.944321466196111,0.0,0.31084804620520323,0.35573868074974246,0.293778934032666,0.3332840715414047,-0.01706911217253726,-0.02245460920833775,23.03075465687105,3.503849773831681,23.03075465687105,3.503849773831681,0.0,0.0
0.42000000000000004,0.027390161670852804,16.38821478847386,4.224176226807216,0.0,0.32392670041885774,0.3487781620004258,0.3071983784091139,0.3270898195304771,-0.016728322009743835,-0.02168834246994855,22.913678706338658,3.4800138001147243,22.913678706338658,3.4800138001147243,0.0,0.0
0.44,0.026679448894928605,16.29837700859574,4.496959407604278,0.0,0.33689571898850135,0.3418812807554432,0.32043706103635083,0.32088352916744667,-0.016458657952150624,-0.02099775158799666,22.78897270597395,3.454983246705937,22.78897270597395,3.454983246705937,0.0,0.0
0.46,0.026075099507244258,16.20323834006851,4.76185306791812,0.0,0.34975151491698675,0.33504934256753627,0.3334875513208576,0.3146681183045908,-0.016263963596129027,-0.02038122426294553,22.65686040146084,3.4287814393524734,22.65686040146084,3.4287814393524734,0.0,0.0
0.48000000000000004,0.025578252183004913,16.10297652067499,5.01790466394528,0.0,0.36248989707628576,0.32828359313999966,0.3463425771415634,0.3084464803545383,-0.016147319934722404,-0.019837112785461297,22.51759136694159,3.4014386195046336,22.51759136694159,3.4014386195046336,0.0,0.0
0.5,0.02518968207841449,15.997790590827146,5.2640387731921825,0.0,0.3751060929918206,0.3215852054469064,0.3589950307632678,0.3022214827397593,-0.016111062228552964,-0.019363722707147257,22.371444455715647,3.372992816586585,22.371444455715647,3.372992816586585,0.0,0.0
0.52,0.0249342893290522,15.851052520843444,7.337084876760872,0.0,0.38757594851223764,0.31500345288328235,0.371437974585066,0.295995965362023,-0.016137973927171423,-0.019007487521259137,22.16602811607731,3.343490630216385,22.16602811607731,3.343490630216385,0.0,0.0
0.54,0.02479294458722357,15.706980941849864,7.227861857729107,0.0,0.399894247678636,0.3085154751247239,0.3836646467180935,0.28977273909268486,-0.01622960096054271,-0.01874273603203891,21.967038959762835,3.2966194738749253,21.967038959762835,3.2966194738749253,0.0,0.0
0.56,0.024760924831267045,15.560393349917911,7.338781908190676,0.0,0.4120494781380417,0.30212245579742136,0.3956684663870874,0.2835545842846511,-0.01638101175095441,-0.018567871512770395,21.763577630226465,3.2555139596453007,21.763577630226465,3.2555139596453007,0.0,0.0
0.5800000000000001,0.024826936405387093,15.416424769835812,7.212900951282163,0.0,0.424033766052788,0.29581380674955415,0.40744303915045005,0.27734424930685475,-0.01659072690233776,-0.018469557442699625,21.564113984673664,3.212676987189342,21.564113984673664,3.212676987189342,0.0,0.0
0.6,0.024984438030988237,15.272642228727586,7.1987710940511,0.0,0.43583743286039,0.28958684552205316,0.41898216193369275,0.27114444910206675,-0.01685527092669714,-0.018442396419986462,21.36453728003993,3.1723411076380605,21.36453728003993,3.1723411076380605,0.0,0.0
0.62,0.025225112896465784,15.130693693116427,7.1078705906924045,0.0,0.44745214734233274,0.2834353572305006,0.4302798278713369,0.2649578637688458,-0.017172319470995845,-0.018477493461654948,21.167558778268734,3.1321300481245467,21.167558778268734,3.1321300481245467,0.0,0.0
0.64,0.02551263640765791,14.988447166903677,7.161813632339166,0.0,0.45888240166688954,0.27730242597751253,0.44133023095255064,0.25878713716842117,-0.0175521707143389,-0.018515288809091146,20.972008706992614,3.0792771463367385,20.972008706992614,3.0792771463367385,0.0,0.0
0.66,0.02588801023786022,14.840268661723814,7.42089799532141,0.0,0.47009621054528683,0.2712715124640126,0.45212777046601504,0.2526348755572857,-0.017968440079271897,-0.01863663690672679,20.76294953473147,3.060567679774143,20.76294953473147,3.060567679774143,0.0,0.0
0.68,0.026232320994369996,14.706294211424488,7.049172640761041,0.0,0.4811391369453064,0.26512935058766907,0.4626670552397157,0.24650364624625834,-0.01847208170559078,-0.018625704341410643,20.584428305339628,2.9717823285509315,20.584428305339628,2.9717823285509315,0.0,0.0
0.7000000000000001,0.02681164334534721,14.548098556175193,8.986593860086415,0.0,0.49186929592719686,0.2593869227212089,0.4729429076715859,0.24039597628676346,-0.01892638825561077,-0.018990946434445544,20.345509321781364,3.0585280181291474,20.345509321781364,3.0585280181291474,0.0,0.0
