controller,timesteps,eval_rmse_rad,eval_return
gated_fuzzy_td3,1200,0.3958707055640942,-924.9774693301438
gated_fuzzy_td3,2400,0.3074677190322943,-478.2611700219568
gated_fuzzy_td3,3600,0.3026653517484365,-460.8138053825177
gated_fuzzy_td3,4800,0.2990135000475383,-462.6209595437171
gated_fuzzy_td3,6000,0.2769063029991882,-391.66417613581956
gated_fuzzy_td3,7200,0.26828431522297613,-364.3811053929373
gated_fuzzy_td3,8400,0.27837315986639116,-382.6842958453711
gated_fuzzy_td3,9600,0.2789048292109416,-394.50682090852155
gated_fuzzy_td3,10800,0.2803961193916199,-391.96278852103427
gated_fuzzy_td3,12000,0.28210662931773767,-418.4631798962394
