controller,timesteps,eval_rmse_rad,eval_return
sac_direct,1200,1.166673734306862,-2042.1354360182183
sac_direct,2400,1.1139007808821402,-1440.2817117172615
sac_direct,3600,0.9579854873874859,-1057.226414713585
sac_direct,4800,0.7985048091249353,-1057.4569699742854
sac_direct,6000,1.1825729947810286,-1738.907587474405
sac_direct,7200,0.8830131551796322,-1353.6521664096242
sac_direct,8400,0.8670921473757979,-1250.924277444044
sac_direct,9600,0.8226780993193383,-1216.5492078623984
sac_direct,10800,0.8670459874539374,-1257.5227798380074
sac_direct,12000,0.8254749838982263,-1065.0658395572784
