controller,timesteps,eval_rmse_rad,eval_return
sac_direct,1200,1.1977314254996745,-1086.29883449749
sac_direct,2400,0.8995364397797919,-2042.6188586513392
sac_direct,3600,1.0452111391208467,-1854.870062160266
sac_direct,4800,0.7940734625978831,-1498.240561994194
sac_direct,6000,0.7051448878266244,-1115.5698747485696
sac_direct,7200,0.9058790099913446,-1729.6933231734022
sac_direct,8400,0.8515474971532356,-1311.2228816302986
sac_direct,9600,0.968865269072177,-1964.2959435841706
sac_direct,10800,0.9898504233096954,-1536.8535930371143
sac_direct,12000,0.7194131728658198,-1237.8276254464263
