controller,timesteps,eval_rmse_rad,eval_return
td3_direct,1500,1.1077004427224246,-775.2089837335278
td3_direct,3000,0.8973640278720486,-3085.9122785583986
td3_direct,4500,1.1484702354783554,-950.8694848902825
td3_direct,6000,0.6958686800195929,-1704.1512462636938
td3_direct,7500,0.8458508993011117,-1708.374550877493
td3_direct,9000,0.8481513755857405,-1149.5993367891704
td3_direct,10500,0.904696090561043,-1287.340746323558
td3_direct,12000,0.8693933618529878,-1253.6258148481324
td3_direct,13500,0.8275119828174963,-1170.1081993896448
td3_direct,15000,0.6906846591485767,-1153.4786979729724
