controller,timesteps,eval_rmse_rad,eval_return
sac_direct,1200,1.2329215831481368,-1114.9480492240402
sac_direct,2400,1.1053884145597852,-976.6133926023298
sac_direct,3600,1.2688525253580551,-1161.5046223256743
sac_direct,4800,1.2252675776535682,-1171.1300993849438
sac_direct,6000,0.8960304971754852,-906.7658190519647
sac_direct,7200,0.9220283695678343,-1039.1456370246924
sac_direct,8400,0.9544776074773428,-957.1076255495947
sac_direct,9600,0.837095450509656,-884.4393814398571
sac_direct,10800,0.8573899529848775,-898.9971002616088
sac_direct,12000,0.8805514769731165,-981.1561788153258
