controller,timesteps,eval_rmse_rad,eval_return
ddpg_direct,1200,1.0442293969202885,-914.9514583998586
ddpg_direct,2400,1.12619491236406,-953.3023197214424
ddpg_direct,3600,1.0356411305913509,-874.9589589244047
ddpg_direct,4800,0.9913583317045948,-896.9499333491226
ddpg_direct,6000,0.850569646202497,-2044.8457980392316
ddpg_direct,7200,0.9725037392807256,-843.8067885586493
ddpg_direct,8400,0.8961746555138399,-815.2673091697901
ddpg_direct,9600,0.9901267252948808,-906.6223776352591
ddpg_direct,10800,0.952983977061967,-1024.2674639564812
ddpg_direct,12000,0.9381923906540846,-1016.8654871685679
