controller,timesteps,eval_rmse_rad,eval_return
td3_direct,1200,1.3521963736103244,-3914.01794318455
td3_direct,2400,1.4896137147722415,-8962.250568704354
td3_direct,3600,0.90593518993776,-1123.2191714477185
td3_direct,4800,0.9884693324411313,-1707.2242015223203
td3_direct,6000,0.9896686466173481,-2709.5236177657366
td3_direct,7200,0.34595390696056794,-999.9427272768224
td3_direct,8400,0.4323604015197266,-1275.77542065592
td3_direct,9600,1.1816043055285332,-4396.350986571546
td3_direct,10800,0.9731421887340058,-4821.92215271081
td3_direct,12000,0.6623291338430545,-3356.3933043978086
